Weight,Length1,Length2,Length3,Height,Width,Species_ID,Species
297,21.3,20.9,80,9.4216,4.1248,4,Parkki
219,20.9,17.8,33,10.7838,2.5398,4,Parkki
202,18.1,18.2,203.1,10.0622,4.4003,4,Parkki
225,19.9,23.3,216.4,7.2577,2.5211,4,Parkki
94,21.6,18.2,68.7,6.0122,3.691,4,Parkki
223,18,25.8,35.2,10.6501,2.5464,4,Parkki
262,16.4,22.2,192.1,8.5128,3.8654,4,Parkki
206,22.4,19.8,195.7,6.1976,4.4345,4,Parkki
153,19,25.9,204.8,8.7054,4.3151,4,Parkki
201,14.3,21,68.4,10.4299,3.209,4,Parkki
67,23.8,22.7,78.8,8.2269,3.6013,4,Parkki
233,19.3,16.1,151.1,6.2345,2.6019,4,Parkki
255,16,14.4,151.3,6.3602,4.8803,4,Parkki
239,23.6,14.8,105.7,9.7932,2.3843,4,Parkki
276,17.5,25.1,154.1,10.0271,2.7597,4,Parkki
71,17.5,20.9,120.9,10.5449,2.6621,4,Parkki
130,18.6,16.4,213.9,7.6598,2.0202,4,Parkki
84,13.7,14.1,210.8,8.7624,4.3789,4,Parkki
85,23.6,15.6,219.1,8.976,4.5588,4,Parkki
157,23.9,15,20.2,9.5215,2.5014,4,Parkki
221,20.9,16.2,123.3,10.2331,4.015,4,Parkki
275,23.4,17.2,201,7.3617,4.7547,4,Parkki
203,23.5,14.5,22.1,8.2209,4.2743,4,Parkki
228,18,14.8,170.3,8.0685,2.1814,4,Parkki
254,18.4,24.8,192.3,7.6047,2.1499,4,Parkki
272,18,19.9,190.1,6.7414,2.6819,4,Parkki
95,13.2,14.4,75.2,6.7813,4.9385,4,Parkki
224,16.5,24.1,99.7,10.243,3.6022,4,Parkki
122,13.2,21.5,31.6,7.7749,2.9174,4,Parkki
76,17.9,23.1,219.2,9.4694,4.5271,4,Parkki
100,21.9,16,37.6,6.2992,4.0146,4,Parkki
289,22.3,23.4,132.7,6.3719,4.5543,4,Parkki
77,17.1,25.3,100.2,7.0141,2.9476,4,Parkki
266,15.6,21.5,196.8,10.8527,4.1181,4,Parkki
146,18.5,14,60.8,8.1292,3.3915,4,Parkki
69,13,19.8,50.8,7.6288,4.4513,4,Parkki
255,21.4,23,140.7,8.137,2.0088,4,Parkki
198,23,17.4,93.5,6.1638,2.162,4,Parkki
195,13.4,18.8,16.6,7.4701,2.3721,4,Parkki
96,13,18.7,98.9,8.9544,2.6645,4,Parkki
181,22.5,25,35.2,8.2711,4.0337,4,Parkki
288,21.9,14.9,88.5,8.1869,2.7769,4,Parkki
176,19.1,20.7,46.2,6.3412,2.1219,4,Parkki
109,23.3,20.5,95,7.217,3.2284,4,Parkki
177,23.5,20.3,201,10.5536,2.7042,4,Parkki
197,22.9,23.7,113.4,8.28,3.4587,4,Parkki
207,18.1,14.1,112.2,8.3726,4.9191,4,Parkki
196,18.5,20.1,115,10.0883,4.1533,4,Parkki
243,16.4,20.4,116.6,7.7743,2.8964,4,Parkki
210,15.4,20.7,129.7,8.8929,3.2391,4,Parkki
163,17.4,14.8,30.2,10.6351,4.4775,4,Parkki
143,17.6,20.1,39.7,8.0109,3.0505,4,Parkki
247,14,20.4,181.7,7.7748,2.1549,4,Parkki
157,20.2,16.4,100.2,7.5204,4.7612,4,Parkki
85,14.3,21.5,109,8.9433,4.3378,4,Parkki
257,19.4,16.2,53.9,6.8877,4.9584,4,Parkki
229,17.1,23.7,185.6,6.7128,2.7316,4,Parkki
229,20.8,25.6,36.5,6.7681,4.5894,4,Parkki
285,18.8,17.6,201.9,6.4291,3.5926,4,Parkki
62,20.9,24.1,139.1,6.7355,2.2189,4,Parkki
269,18.7,24.1,57.8,7.7203,2.6459,4,Parkki
162,22.6,18.6,170,7.4605,4.962,4,Parkki
133,14.5,19.7,81.4,8.0681,4.8924,4,Parkki
115,20.2,20.1,70,9.4749,3.1928,4,Parkki
267,23.2,22.9,209.8,10.5014,4.7787,4,Parkki
72,13.2,17.9,86.8,7.1422,3.9093,4,Parkki
176,21.3,20.5,24,8.8275,3.3578,4,Parkki
224,21.6,22.9,37.2,8.74,4.2672,4,Parkki
227,17.6,21.1,31.3,6.6137,4.0645,4,Parkki
238,19.5,16.7,156.2,6.3333,2.237,4,Parkki
224,18.1,24.4,163.4,6.1797,2.5488,4,Parkki
109,17.7,20.5,42.7,10.8187,3.6103,4,Parkki
276,18.5,19.5,199.4,10.0788,2.575,4,Parkki
95,19.7,22,151.1,6.3193,4.6617,4,Parkki
168,15.9,17.4,181.5,6.7106,2.5371,4,Parkki
253,18.9,21.8,94.6,10.5339,3.4719,4,Parkki
212,22,21.8,83.3,6.7217,3.1574,4,Parkki
104,20.1,18.5,82.3,10.9265,2.1314,4,Parkki
290,14.1,20,62.9,10.3432,3.1556,4,Parkki
256,16.1,17.5,82.8,10.3246,3.0032,4,Parkki
215,16.5,19.5,78.4,10.9845,3.9661,4,Parkki
103,14,15.3,70.4,6.8929,2.5293,4,Parkki
189,19.5,17.8,73.7,6.5677,4.6145,4,Parkki
258,23.3,25.6,84.7,10.43,3.3705,4,Parkki
137,20.7,19.8,54.1,6.0663,2.5075,4,Parkki
297,16.4,21.5,155.6,8.2163,3.2953,4,Parkki
283,15.1,17.4,182.5,6.5417,2.5669,4,Parkki
252,23.1,19.8,53.8,9.4409,2.5946,4,Parkki
136,17.1,20.9,220.2,10.6502,2.4347,4,Parkki
159,18.1,18.6,63.8,8.1569,4.6407,4,Parkki
218,21.4,20.4,170,9.2896,3.9636,4,Parkki
241,19.8,14.9,144,9.7191,2.9332,4,Parkki
226,20.8,14.4,215,10.0769,4.9101,4,Parkki
62,15.9,18.2,82.1,7.3152,3.6055,4,Parkki
129,17.7,23.3,16.3,7.1806,2.376,4,Parkki
295,17.6,23.8,186.8,8.6794,4.2352,4,Parkki
290,23.1,25.6,21.9,8.1434,4.3192,4,Parkki
291,18.8,14.2,128.1,6.0377,2.8576,4,Parkki
195,14.8,20.7,87.9,7.0734,3.6666,4,Parkki
250,19.8,18.2,190.4,10.7632,4.9357,4,Parkki
244,13.6,14.1,81.8,8.5049,4.3054,4,Parkki
151,19.3,16.7,216.9,8.1533,3.8338,4,Parkki
88,22.7,23.7,58.8,6.1869,3.552,4,Parkki
132,15.2,15.1,100.8,10.4741,4.3785,4,Parkki
185,19.4,19.2,150.5,8.386,3.3447,4,Parkki
99,13.8,16.2,21.1,6.7519,3.5738,4,Parkki
67,18.9,21.1,108.7,6.1035,2.2646,4,Parkki
149,15.6,16.6,34.3,10.4243,4.8128,4,Parkki
92,18.8,24,95.2,7.5671,3.7991,4,Parkki
209,16,20.4,188,7.9937,2.8279,4,Parkki
61,23.3,15.1,122.4,9.3492,2.2116,4,Parkki
257,13.9,23.9,71.8,8.9918,4.9799,4,Parkki
203,21.6,17.7,89.2,8.6007,4.3429,4,Parkki
160,22.7,18.1,51.8,10.9954,2.9115,4,Parkki
180,13.4,19.8,187.2,7.8557,2.6846,4,Parkki
85,22.1,18.6,86.6,7.4357,3.1379,4,Parkki
176,14.6,21.8,57,10.4426,2.773,4,Parkki
100,14.4,20.3,60.7,8.8597,2.6967,4,Parkki
214,14.9,21.2,226.2,8.211,3.5386,4,Parkki
251,17,15.3,87.5,10.5542,4.7488,4,Parkki
299,17.7,23.1,122,10.0677,3.5149,4,Parkki
287,14.1,18.1,113.4,8.6833,2.3956,4,Parkki
278,13.2,18.2,74.9,8.7078,2.2907,4,Parkki
249,20.9,22.8,89.2,10.3516,2.6706,4,Parkki
204,16.4,23.8,147.5,6.664,3.2889,4,Parkki
261,18.9,17.2,168.2,10.2674,4.1575,4,Parkki
123,22.7,21.9,32,10.4818,2.9803,4,Parkki
239,13.6,18.9,162.2,7.091,4.3435,4,Parkki
63,17.2,25.3,204.9,7.4297,3.6609,4,Parkki
150,21.4,24.4,193.2,7.5047,2.8608,4,Parkki
285,20.1,17,108.8,9.5527,2.5533,4,Parkki
142,23.1,17.2,148.1,9.5792,3.922,4,Parkki
209,16.3,21.3,19.8,8.1237,4.7388,4,Parkki
267,13.6,24.3,16,8.2606,2.0826,4,Parkki
251,19.7,19,202.8,6.1334,3.6378,4,Parkki
218,15.9,21.4,167.4,8.7462,3.4186,4,Parkki
172,20.2,14.4,195.2,10.7015,2.7952,4,Parkki
75,21.7,24.2,160.7,9.8489,4.4191,4,Parkki
270,22.7,22.4,43.9,8.4368,4.4114,4,Parkki
157,21.9,16.8,59,6.0769,3.7986,4,Parkki
155,21.1,18.9,75.9,6.8381,3.2215,4,Parkki
217,14.7,14.6,203.7,9.9569,2.6714,4,Parkki
258,23.9,26,148.6,6.6542,3.6452,4,Parkki
128,16.9,18.8,148.7,6.953,2.8428,4,Parkki
155,13.8,21.3,225.6,7.9818,4.0144,4,Parkki
277,18.8,21.5,115,10.0212,4.2709,4,Parkki
238,13.9,25.2,196.2,10.5154,4.2832,4,Parkki
260,19,23.9,217.6,8.4861,2.7092,4,Parkki
202,18,17.7,85.6,10.586,3.4907,4,Parkki
261,22.3,23.1,163.4,6.0958,2.6187,4,Parkki
76,13.7,15.3,39.4,9.779,3.4312,4,Parkki
220,14.8,19.2,196.5,8.0069,2.1951,4,Parkki
223,17.3,20.7,218.2,7.725,3.6377,4,Parkki
282,23.4,14.7,45.9,9.2843,3.8763,4,Parkki
292,20.6,15.9,148.8,6.3434,4.8028,4,Parkki
189,18.7,17.5,20.4,6.9476,2.1755,4,Parkki
89,21.7,23.4,72.9,10.6386,3.4937,4,Parkki
171,17.1,23.2,16.6,7.5227,3.7114,4,Parkki
79,20.1,24.1,158.4,9.1601,4.525,4,Parkki
277,15.7,24.5,186.7,7.6551,2.5963,4,Parkki
198,15.1,19.5,143.9,8.1378,4.8446,4,Parkki
108,15.3,19.9,208.2,8.1295,2.889,4,Parkki
103,22.6,14.9,212.7,6.3433,4.372,4,Parkki
115,18,23.8,124,9.9854,3.568,4,Parkki
139,21.4,14.9,71.6,8.63,3.7293,4,Parkki
153,22.2,16.9,227,10.1724,3.1743,4,Parkki
216,21.4,20.2,119.6,6.6182,3.5196,4,Parkki
132,21.3,25.8,97.9,8.7902,3.2042,4,Parkki
253,19,18.9,133.2,7.375,3.5872,4,Parkki
71,17.6,22.7,95.6,9.6228,4.4706,4,Parkki
151,18.4,14.5,114,9.6026,2.1461,4,Parkki
55,21.2,23.2,216.3,10.7413,4.458,4,Parkki
149,22.9,24.1,23.3,8.9123,3.2929,4,Parkki
291,18.5,20.1,130.3,6.4098,4.0591,4,Parkki
164,14.2,25,87.5,10.7631,2.3608,4,Parkki
250,18.5,18.6,188.4,7.3027,4.0255,4,Parkki
201,16.3,15,181.4,7.0263,2.1124,4,Parkki
74,16.1,15.1,132.3,6.3055,2.4578,4,Parkki
67,21.3,21.6,131.1,6.9152,3.4405,4,Parkki
239,20.2,14.8,37.6,10.9477,4.5264,4,Parkki
232,22,21.2,134.5,6.4555,3.8005,4,Parkki
236,21.4,23.5,91.6,7.547,3.233,4,Parkki
97,23.3,15.8,99.1,10.6008,3.5137,4,Parkki
182,22.4,24.6,136.7,6.7508,4.5833,4,Parkki
224,16.6,16.1,191.4,9.1788,2.6826,4,Parkki
175,22.9,22.8,103.5,8.2377,3.1481,4,Parkki
184,13.9,19.9,185.1,7.6156,2.961,4,Parkki
123,17.5,17.6,151.7,9.9619,4.415,4,Parkki
278,14.9,16.6,126.5,8.0371,4.5646,4,Parkki
235,17.4,20.5,218.8,9.3864,2.6134,4,Parkki
173,20.8,21,124.2,7.4497,3.0476,4,Parkki
93,20.3,14.4,130.4,10.3387,3.3774,4,Parkki
156,18.5,18.1,95.6,10.6335,3.6815,4,Parkki
135,16.2,14.4,21.8,10.8387,2.0654,4,Parkki
216,17.6,23.6,74.7,7.0696,3.4885,4,Parkki
249,23.2,21.9,175.5,6.0443,3.6166,4,Parkki
183,22.5,24.8,188.4,6.7739,4.1325,4,Parkki
255,14.7,25.2,43.1,7.7894,4.6394,4,Parkki
147,20.7,23.2,183.4,6.201,2.5817,4,Parkki
228,13.8,18.6,226.3,9.3863,4.595,4,Parkki
291,17.9,22.7,145.8,7.2733,4.483,4,Parkki
151,22.5,22.6,212.4,9.6115,4.0834,4,Parkki
104,13.1,14.2,157,6.4707,3.1191,4,Parkki
105,15.7,23.3,175.3,6.6967,3.899,4,Parkki
98,15.5,25.1,148,7.4711,2.1275,4,Parkki
265,17.1,22.5,149.7,8.4708,2.7794,4,Parkki
114,23.2,20.5,38.9,8.1549,3.5792,4,Parkki
148,19.1,15.3,20.3,10.917,2.6763,4,Parkki
289,20.8,25,189.4,7.7846,3.5185,4,Parkki
272,18.4,20.1,122.7,10.5808,2.3756,4,Parkki
260,18.2,24.4,32.8,9.5772,3.1651,4,Parkki
206,22,14.7,148.7,6.7609,3.9675,4,Parkki
211,23.4,18.7,117.7,8.582,2.0759,4,Parkki
188,19.8,17.4,188.8,9.3172,4.7824,4,Parkki
100,18.6,22.7,78.3,9.6433,4.0262,4,Parkki
272,19.3,15.1,32.6,8.2411,3.984,4,Parkki
160,20,19.1,52.1,10.8358,3.9482,4,Parkki
279,20.5,23,93,8.4947,2.0796,4,Parkki
166,18,22.3,192.2,6.6673,4.9181,4,Parkki
149,20,24.2,27.3,9.8248,3.0673,4,Parkki
87,18.2,14.1,217,8.899,3.2978,4,Parkki
58,22.1,24,90.3,9.5309,2.0424,4,Parkki
96,21.1,15.8,73.6,8.3364,2.5535,4,Parkki
70,16.5,20.4,118,9.0327,3.6594,4,Parkki
233,21.2,23.4,70.3,6.4612,3.5368,4,Parkki
129,14.1,15.2,124.9,10.2176,3.998,4,Parkki
212,22.7,15.5,122.6,6.1381,2.1683,4,Parkki
208,23.2,20.8,19.8,7.7652,4.5154,4,Parkki
230,20.5,21.9,191,8.2759,3.6397,4,Parkki
187,14.4,22,151.7,10.9334,4.0371,4,Parkki
76,15,16.5,214.7,7.7026,4.7567,4,Parkki
273,17.5,25.7,138.6,10.7982,3.7598,4,Parkki
253,13,14.1,37.6,6.2075,3.9555,4,Parkki
204,15.5,15.2,29.4,8.7595,3.85,4,Parkki
285,15.3,17.2,177.2,9.5881,2.355,4,Parkki
76,18.1,16.1,87.5,7.3866,3.5427,4,Parkki
287,22.7,20.6,70.7,6.8033,3.8032,4,Parkki
160,23,24.9,87.8,9.7528,3.7843,4,Parkki
119,21,19.7,61,8.3499,2.5274,4,Parkki
261,13.6,17.6,163.8,8.1507,2.8417,4,Parkki
167,20.1,15.6,85.6,8.3036,3.168,4,Parkki
177,17.8,19,114.3,6.8327,2.2408,4,Parkki
74,20.4,21.9,137.4,8.3269,2.1055,4,Parkki
232,19.9,18.4,128.2,6.3545,3.7222,4,Parkki
95,18.6,19.8,196.4,8.5682,4.0867,4,Parkki
212,14.3,24.3,73.8,7.0517,2.4701,4,Parkki
183,13.5,16.5,53.3,8.3707,3.4536,4,Parkki
66,19.4,25.5,132.1,8.5073,3.262,4,Parkki
198,15.6,19.7,205.3,9.8308,3.3392,4,Parkki
238,20.4,18.8,75.3,6.3135,4.4658,4,Parkki
153,13.8,16.7,45.5,6.6131,2.4098,4,Parkki
213,15.7,18.3,149.4,6.3545,4.2985,4,Parkki
295,21.1,23.2,32,9.5011,3.5339,4,Parkki
139,13.6,22.2,216.8,7.174,2.8645,4,Parkki
238,16.8,24.6,179.8,9.7284,3.7969,4,Parkki
214,19.5,15.2,70.1,9.5903,2.0295,4,Parkki
242,15.6,23.7,57.3,10.1552,3.2896,4,Parkki
150,22.1,25.8,141.7,7.1133,4.232,4,Parkki
71,13.9,15.6,35.8,9.7151,2.4748,4,Parkki
299,17.1,15.3,194.6,9.8263,4.0295,4,Parkki
194,16.2,19.2,195.2,9.6756,4.0068,4,Parkki
203,19.5,22.2,191.8,8.4895,4.9789,4,Parkki
284,22.1,20,35.4,9.6867,2.3776,4,Parkki
183,16.1,14.1,109,8.0942,2.4314,4,Parkki
140,17.3,22.2,48.9,7.9187,3.9902,4,Parkki
98,17.6,17.5,50.5,7.4109,3.166,4,Parkki
177,15.6,14.1,125.5,9.4405,4.2697,4,Parkki
195,20.4,21.9,30,10.1612,3.065,4,Parkki
153,19.2,17,192.3,9.5906,2.5803,4,Parkki
68,14.3,20.3,191.7,6.9333,3.8168,4,Parkki
136,23.6,15,208.4,8.4384,3.2886,4,Parkki
281,18.1,16.4,58.8,8.757,3.3477,4,Parkki
80,15.6,17.1,61.2,10.8027,2.9598,4,Parkki
221,23.8,16.7,125.3,10.1837,3.7846,4,Parkki
125,14.4,24.1,49.8,10.0748,2.4097,4,Parkki
131,17.7,21.3,84.1,8.3012,3.1655,4,Parkki
295,14.7,14.6,103.1,6.2246,4.4286,4,Parkki
176,20.4,18.2,170.5,10.0663,4.5802,4,Parkki
126,16.7,17.5,61,6.4972,3.8239,4,Parkki
187,14.5,19.2,213.4,6.7112,3.9725,4,Parkki
209,18.5,20.1,180.2,7.9211,2.1991,4,Parkki
112,23,24.4,225.8,8.2611,4.0513,4,Parkki
160,21.8,25.4,61.5,6.6466,4.3405,4,Parkki
150,20.4,21.6,142.9,6.025,4.6607,4,Parkki
292,16.3,18.7,193,7.3552,2.2234,4,Parkki
149,16.9,21.6,86.1,6.7974,2.6443,4,Parkki
132,17.2,16.5,37.8,8.7204,2.2462,4,Parkki
72,22.3,20.7,153.3,6.4723,3.4189,4,Parkki
134,21,25.9,180.1,7.9143,2.9813,4,Parkki
77,13.9,15.6,117.1,8.2377,3.5552,4,Parkki
226,15.1,23.5,137.8,9.6349,2.743,4,Parkki
96,13.1,18.6,157.3,7.8265,3.7309,4,Parkki
141,21.3,21.5,29.7,9.343,3.3775,4,Parkki
200,15.7,23.1,65.9,6.7702,4.7006,4,Parkki
182,21.9,23.4,74.4,8.3009,3.2272,4,Parkki
121,14.1,19,71.7,10.8708,4.2239,4,Parkki
254,13.6,15.7,103.7,6.0285,4.2074,4,Parkki
80,16.4,14.1,156.4,7.0694,3.2109,4,Parkki
119,23.6,22.7,32.4,10.7257,4.1345,4,Parkki
73,19.4,24.8,17.6,10.1014,3.8491,4,Parkki
231,13.6,23.2,195.7,8.9938,2.3422,4,Parkki
210,21.6,19.6,169.5,10.1063,3.1124,4,Parkki
103,18.6,17.4,110,7.9112,2.22,4,Parkki
115,18.7,14.4,47.6,6.0766,2.4398,4,Parkki
122,14.6,18.9,179.1,6.5265,3.4065,4,Parkki
287,16.7,19.9,195.6,10.7494,4.907,4,Parkki
273,23.9,16,149.4,6.6282,3.5795,4,Parkki
70,20,16,72.9,9.9081,3.0301,4,Parkki
121,15.3,23.5,188,6.4984,4.375,4,Parkki
297,15.8,17,127.8,10.2618,3.2134,4,Parkki
223,15,17.2,109.9,6.4512,3.7299,4,Parkki
198,19.4,24.4,48,10.6072,2.3554,4,Parkki
227,22.1,14.3,42.6,9.1704,4.191,4,Parkki
142,16.5,20.7,53.9,7.7685,4.1988,4,Parkki
114,21.2,23.1,115.5,6.4406,2.8324,4,Parkki
205,20,14.7,27.9,6.6787,3.8294,4,Parkki
91,18.1,15.8,178.8,7.8529,3.2624,4,Parkki
163,18.9,20,205.6,8.4389,3.041,4,Parkki
163,14.4,16.9,191,7.2207,2.7032,4,Parkki
81,16.3,23.9,151.5,8.6761,4.1051,4,Parkki
70,15.2,16.7,58.1,9.2783,2.2194,4,Parkki
77,14.1,20.6,191.9,7.7764,2.5155,4,Parkki
223,13.8,25.4,191.4,6.2703,4.6633,4,Parkki
203,17.7,14.4,83.8,6.3584,2.0146,4,Parkki
269,16.5,14.1,103.9,6.6455,2.3786,4,Parkki
257,14,23.8,39.9,7.1643,3.2647,4,Parkki
60,14.5,14.3,45.4,6.8517,3.8652,4,Parkki
59,15.8,22.7,38,8.5896,2.3887,4,Parkki
177,18.9,21.4,59.1,8.5728,4.3508,4,Parkki
124,17.8,24.1,48.7,10.6985,2.3725,4,Parkki
177,22.9,20.7,114.4,8.7537,2.8285,4,Parkki
229,15.5,25,52.2,6.5416,3.6886,4,Parkki
172,19.9,19.7,177.2,6.0382,4.742,4,Parkki
146,17.9,18.1,180.5,8.2891,4.9313,4,Parkki
149,16.4,18.2,209.7,8.9801,4.2105,4,Parkki
192,15.6,15.4,105,7.1199,4.8581,4,Parkki
826,25.7,27.7,30.1,10.9046,7.8122,3,Whitefish
449,30.6,31.5,42.3,8.0549,7.7141,3,Whitefish
621,33.3,28.4,31.8,11.082,7.1578,3,Whitefish
519,28.7,35.9,32.5,9.2448,7.8251,3,Whitefish
301,32.5,37.2,35.1,12.3335,7.6187,3,Whitefish
652,25.1,27.7,32.3,11.3404,7.1935,3,Whitefish
726,37.6,30,39.2,8.2988,7.4549,3,Whitefish
798,23.9,27.9,34.2,8.692,7.9205,3,Whitefish
826,35.3,33.3,43.4,10.7397,7.3909,3,Whitefish
487,28.9,38.6,28.3,8.2904,7.7674,3,Whitefish
681,27.1,28.9,37,11.1371,7.3072,3,Whitefish
389,27.9,38.9,32,8.7125,7.4682,3,Whitefish
923,37.8,30,43.6,10.1847,7.5411,3,Whitefish
592,25.8,26,30.8,9.3406,7.177,3,Whitefish
383,34.4,30.9,33.9,10.7239,7.9412,3,Whitefish
416,32.7,35.5,37,10.0653,7.0054,3,Whitefish
790,31.9,27,42.2,10.6497,7.8837,3,Whitefish
804,33.9,32.6,42.3,12.6559,7.1911,3,Whitefish
821,24.1,37.5,39.6,10.1542,7.6254,3,Whitefish
303,35.1,27.4,30.9,9.9878,7.4482,3,Whitefish
830,36.1,29.4,42.1,10.1503,7.7265,3,Whitefish
727,25.3,32.6,32.9,8.3529,7.6475,3,Whitefish
846,28.3,36.6,41.7,10.7478,7.9293,3,Whitefish
278,24.1,28.5,42.1,12.3592,7.8399,3,Whitefish
743,32.6,32.3,36.1,12.737,7.267,3,Whitefish
281,24.9,29.1,40,8.2324,7.9485,3,Whitefish
758,31.5,26.3,36.9,9.1836,7.5002,3,Whitefish
443,23.3,36.2,41.6,12.9407,7.9603,3,Whitefish
275,33.6,29.5,32,9.1382,7.544,3,Whitefish
465,23.7,36.1,33.6,12.4779,7.295,3,Whitefish
423,35.8,38.9,35.4,10.7702,7.3509,3,Whitefish
457,30.4,35,28.2,12.0384,7.2752,3,Whitefish
408,24.3,33.5,42.5,9.5379,7.6889,3,Whitefish
975,27.8,37.5,41,9.5969,7.6242,3,Whitefish
610,30.2,31,40.7,10.3002,7.3094,3,Whitefish
488,35.8,39.7,39.3,11.4371,7.2401,3,Whitefish
317,24.9,28.9,40.1,8.7661,7.5339,3,Whitefish
681,36.9,27.4,41.3,12.1458,7.9458,3,Whitefish
520,24.5,31.8,36.5,9.897,7.6023,3,Whitefish
308,31.6,37.5,38.5,9.6634,7.3213,3,Whitefish
399,24.5,28.6,28.8,10.6505,7.8501,3,Whitefish
682,36.3,33.7,31.5,10.1075,7.13,3,Whitefish
373,30.8,31.3,31.2,8.1172,7.726,3,Whitefish
491,27.4,36.9,38.4,10.2045,7.2641,3,Whitefish
519,37.1,30.1,33.6,10.4454,7.7197,3,Whitefish
977,24.9,32.8,41.7,11.2225,7.6059,3,Whitefish
620,34.8,35.3,37.3,8.7252,7.526,3,Whitefish
896,34.9,26.2,36,10.5268,7.8703,3,Whitefish
479,29.6,37.7,42.6,10.5471,7.7892,3,Whitefish
425,26.8,34.9,38.8,11.9301,7.3027,3,Whitefish
833,27.1,29.8,36.8,8.2967,7.8247,3,Whitefish
684,34.1,31.5,37,11.2294,7.4021,3,Whitefish
454,26.2,38.7,37,9.151,7.5814,3,Whitefish
778,27.5,34.8,31.9,8.776,7.3121,3,Whitefish
819,37.9,31.5,35,8.8857,7.1249,3,Whitefish
316,37.2,29.2,37.3,9.7609,7.6558,3,Whitefish
370,31.4,32,29.8,12.4802,7.6239,3,Whitefish
458,23.4,30.3,42.7,12.9626,7.1365,3,Whitefish
434,37.9,29.4,31.4,11.1835,7.3127,3,Whitefish
936,24.2,29.5,31,10.4073,7.3558,3,Whitefish
309,25.2,32.3,33.2,8.9633,7.5959,3,Whitefish
914,28.7,32,28.5,11.7905,7.5283,3,Whitefish
935,24.7,35.5,32.2,10.8665,7.3423,3,Whitefish
898,23.4,31.6,42.6,8.457,7.3717,3,Whitefish
623,38,39.6,43.9,11.6924,7.7583,3,Whitefish
871,35.1,34,42.5,8.4582,7.0586,3,Whitefish
751,31.8,33.1,33.6,10.4219,7.4884,3,Whitefish
791,25.8,27.2,34.6,9.7231,7.538,3,Whitefish
419,35.3,39.5,28.3,8.1484,7.5776,3,Whitefish
842,23,29.8,32.8,9.8403,7.9707,3,Whitefish
860,34.1,34.1,36.1,11.5195,7.5011,3,Whitefish
380,36.1,27,35.8,10.8361,7.1098,3,Whitefish
953,34.2,26.1,33.6,11.0922,7.5847,3,Whitefish
745,29.7,29.1,43,11.7064,7.5009,3,Whitefish
916,31.9,31.1,29.9,11.8302,7.5258,3,Whitefish
286,34.6,34.7,41.9,11.9938,7.991,3,Whitefish
520,28.3,26.6,33.5,9.8606,7.0778,3,Whitefish
606,28.1,37.8,38.1,10.5261,7.4274,3,Whitefish
779,24.3,34.9,28.8,9.9709,7.1942,3,Whitefish
411,34.4,34.5,39,11.9828,7.5597,3,Whitefish
416,37.5,34.2,39.5,10.365,7.8371,3,Whitefish
292,27.2,30,31.8,10.3744,7.4575,3,Whitefish
550,24.5,39.5,34.2,12.4632,7.9894,3,Whitefish
995,34.1,37.9,41.6,12.1257,7.4508,3,Whitefish
670,25,26.1,42.2,11.7496,7.8281,3,Whitefish
730,24.6,38.8,31,10.2991,7.0687,3,Whitefish
878,36.7,27.4,33,12.3654,7.8786,3,Whitefish
411,34.1,38.6,32.2,11.5509,7.361,3,Whitefish
270,32.9,38.5,32.6,11.0466,7.5151,3,Whitefish
766,34.1,26.4,34.6,12.6448,7.7401,3,Whitefish
804,29.6,26,42.6,8.9743,7.4253,3,Whitefish
514,36.7,31.9,29.6,8.3431,7.2327,3,Whitefish
312,36.2,36.1,40.7,10.3416,7.063,3,Whitefish
287,36.4,30.3,40.1,8.6933,7.061,3,Whitefish
594,26.4,29.5,28.5,10.7651,7.5206,3,Whitefish
712,35.4,37,38.5,12.7781,7.2277,3,Whitefish
451,36.5,36.7,40,8.1315,7.1474,3,Whitefish
482,33.4,33.5,35,8.963,7.1485,3,Whitefish
275,29.6,27.5,43.9,9.9351,7.3216,3,Whitefish
601,26.2,27.4,34.9,12.1049,7.0744,3,Whitefish
474,27.7,31.5,33.6,10.4175,7.8746,3,Whitefish
473,30.5,34.4,36.1,9.8456,7.4758,3,Whitefish
931,28.8,34.5,31.8,10.4621,7.9759,3,Whitefish
708,32.4,36.7,29.5,12.2122,7.5077,3,Whitefish
970,29.7,36.1,31.8,9.7454,7.7585,3,Whitefish
759,25.5,31.6,34.8,8.9695,7.2322,3,Whitefish
756,34,36.7,41.2,9.9543,7.4242,3,Whitefish
641,28.9,39.2,29,11.0287,7.6827,3,Whitefish
691,33.7,32.9,31.8,9.1955,7.1468,3,Whitefish
372,25,38.5,38.3,9.1231,7.6434,3,Whitefish
465,30.5,27,43.3,8.0861,7.6481,3,Whitefish
949,33.6,32.4,43.2,10.6806,7.2777,3,Whitefish
398,32,30.2,37.4,12.2865,7.0841,3,Whitefish
677,32.3,36.7,35.9,11.7457,7.493,3,Whitefish
390,27.4,35.8,28.8,10.1389,7.9368,3,Whitefish
311,32.4,35.8,36.6,11.1575,7.3848,3,Whitefish
976,37.4,34.9,32.2,11.1648,7.3215,3,Whitefish
906,36,34.6,39.4,11.5969,7.4389,3,Whitefish
574,34.8,38.2,31.5,10.582,7.8358,3,Whitefish
355,33.5,39.5,36.1,12.358,7.7527,3,Whitefish
696,29,27.8,41.6,10.006,7.8519,3,Whitefish
687,27,37.8,38.3,10.8643,7.8428,3,Whitefish
